crime,age,collective,unemployment,white
3.170227429,-0.979621044,-0.049189331,2.409913077,-1.990669176
2.803839103,-0.507884932,-0.482660913,-0.345856328,0.191719365
3.454038997,-0.507884932,-1.140039951,-0.239865197,-2.295068524
0.74019245,0.199719234,0.747031269,-0.522508213,-0.117839293
3.116531165,-0.507884932,-1.503375451,1.597314407,-1.067152512
2.144458524,-0.272016877,-1.278632148,-0.451847459,0.222675231
1.105379514,-0.036148821,0.373735573,-0.239865197,-0.339689665
3.721765914,-0.507884932,-2.348544408,2.551234585,-1.412826347
3.635510731,0.43558729,-0.570307564,0.643394228,1.032687054
3.828798031,1.261125485,0.259084824,-1.052463868,1.43511331
1.696242171,1.379059513,1.2734369,-0.239865197,0.841792548
2.515090543,0.671455346,0.384253573,-0.133874066,0.465162847
3.515324618,-0.036148821,-0.670151902,0.254760081,0.10917039
1.845231231,0.43558729,0.751804377,-0.593168967,1.032687054
1.248569348,2.322531735,0.687362293,-1.441098015,1.414476066
3.6900369,0.43558729,0.145716802,-0.593168967,1.161669828
4.270896888,-0.272016877,-1.303257306,1.597314407,-0.20554758
5.940940066,2.08666368,1.796486333,-0.55783859,1.264856048
0.637755102,1.850795624,1.974933346,-1.229115753,1.254537426
0.877963126,2.08666368,1.54526206,-1.405767638,1.300971224
1.09095868,0.671455346,0.493509365,-0.946472737,1.17198845
6.54725139,-0.036148821,-1.386028092,0.714054982,1.228740871
1.861130995,0.43558729,-0.399936386,0.007447442,0.470322158
2.166064982,1.379059513,2.192184791,-1.158454999,1.27517467
1.444327731,1.143191457,0.662127375,-0.946472737,1.239059493
3.540833809,0.671455346,1.034780689,-0.805151229,1.027527743
7.469997551,-0.036148821,-1.875724024,0.784715736,1.043005676
2.272727273,0.907323401,1.191407815,-1.052463868,1.362882956
1.129659847,2.558399791,1.183814565,-1.229115753,1.306130535
2.120248372,2.08666368,1.726795618,-1.229115753,1.455750554
4.910195116,1.143191457,-0.559443104,-0.133874066,1.424794688
4.058732243,1.850795624,1.142849561,-1.229115753,1.192625694
1.452336942,2.322531735,2.050043847,-1.405767638,1.579574017
3.337884995,0.907323401,-1.120233414,0.219429704,1.213262938
1.288992008,1.850795624,0.028738865,-1.476428392,1.600211261
3.133617448,1.850795624,1.138566661,-1.017133491,1.368042267
2.898550725,2.794267846,0.488694631,-0.628499344,1.502184352
1.15731173,2.558399791,1.375810055,-1.370437261,1.49186573
1.004520342,2.558399791,1.193795854,-1.370437261,1.626007816
5.013550136,1.850795624,0.500502326,-0.20453482,1.409316755
1.757984178,2.558399791,0.437588597,-1.299776507,1.533140218
1.524777637,2.08666368,1.441006525,-1.158454999,1.70339748
1.543942993,1.850795624,1.943962934,-1.335106884,1.43511331
1.941457587,2.322531735,1.229303818,-1.017133491,1.548618151
0.915511378,2.322531735,1.800605793,-1.335106884,1.672441615
2.643445809,2.794267846,1.75637397,-1.087794245,1.827220944
2.264364563,1.143191457,-0.873685377,-1.123124622,1.796265078
2.664636467,1.379059513,0.104545611,-0.310525951,0.975934633
1.644528779,1.143191457,1.474299922,-1.441098015,1.254537426
3.803680982,0.199719234,0.647241093,-0.663829721,0.914022901
1.179554391,0.43558729,2.724442088,-1.26444613,0.795358749
1.677048395,-0.272016877,1.319002175,-0.840481606,0.712809774
1.154734411,0.199719234,0.553005615,-0.593168967,0.857270481
5.029089833,-0.743752988,-1.280441833,0.784715736,0.10917039
1.436969301,0.199719234,1.135118317,-1.158454999,0.496118713
1.032228467,-0.507884932,0.152015331,-0.275195574,0.382613871
2.488687783,-0.507884932,1.25086442,-0.734490475,0.506437335
1.099246231,0.199719234,0.352880352,-1.370437261,0.888226347
4.263913824,-0.507884932,-0.040792538,0.431411966,0.181400743
3.044998308,-0.507884932,0.02987904,0.007447442,0.134966945
2.056636608,-0.036148821,0.617370314,-0.169204443,0.315542829
3.043584125,-0.979621044,0.211568696,-0.098543689,0.289746274
1.298701299,-0.272016877,0.632984134,-1.26444613,0.790199438
2.09706411,-0.036148821,1.222692534,-0.451847459,-0.040449628
2.529084471,0.671455346,1.347975866,-0.91114236,0.862429792
2.815632391,-0.979621044,0.162950095,0.608063851,-0.076564805
4.233188195,-0.154082849,-0.477637115,0.784715736,-0.128157915
5.679270662,-0.507884932,-0.708403257,-0.451847459,0.460003536
3.194103194,-1.215489099,-1.185532791,1.173349883,-0.690522811
3.124248979,-1.923093266,-1.266559956,1.067358752,-0.623451768
2.522704339,-1.687225211,-1.279547547,1.385332145,-0.778231098
1.725053079,-1.451357155,-0.129140497,0.50207272,-0.179751025
3.323142363,-1.923093266,0.86988318,-1.087794245,-0.190069647
2.382286996,-0.272016877,1.040342093,0.396081589,-0.10236136
9.846396219,-0.272016877,-0.420596051,-0.663829721,0.202037987
2.743797874,0.199719234,-0.360643689,0.360751212,-0.004334452
2.394166939,0.907323401,-0.357760547,-0.345856328,-0.742115921
2.548625084,0.199719234,-0.258547306,0.608063851,-1.283843573
1.752848379,-0.272016877,-0.147176697,0.113438573,-1.26836564
4.440059201,-0.272016877,-1.910096259,0.961367621,-1.196135286
2.715145792,-0.036148821,-1.216182564,0.784715736,-1.397348414
3.251445087,0.43558729,0.106381676,0.961367621,-0.757593854
3.123123123,-0.507884932,-3.159444224,1.56198403,-1.067152512
2.212131796,0.199719234,-0.70015096,0.396081589,-1.841049158
3.168316832,-0.036148821,-1.343153019,0.678724605,-1.619198786
3.600932006,-0.272016877,-1.628528897,0.431411966,-2.073218152
2.514225222,-0.272016877,-1.041646993,0.466742343,-0.530584171
3.555369654,-0.507884932,-0.886137061,1.279341014,-1.237409774
2.210433245,-0.507884932,-1.578815709,1.102689129,-0.747275232
3.34651658,-0.979621044,-0.428621311,0.890706867,-1.660473274
3.429517502,-0.743752988,-0.338392036,0.50207272,-1.69142914
2.396931927,-0.036148821,2.197784683,-0.027882935,-0.169432403
1.374312844,2.08666368,0.557443623,-0.875811983,0.728287706
3.732213669,-0.743752988,-1.190028174,0.608063851,-1.583083609
7.051016176,-0.743752988,-1.751648873,1.350001768,-1.402507725
1.279795233,1.614927568,-0.000338536,-0.875811983,0.346498694
1.695713613,-0.272016877,-1.078527904,-0.027882935,-0.308733799
1.185536455,0.671455346,-0.373280896,-0.55783859,-0.582177281
4.695314892,-0.507884932,-1.122972696,0.113438573,-0.42223864
1.802072383,0.081785207,-0.272832925,0.325420835,-0.024971696
1.826245761,3.030135902,0.037684082,-1.158454999,0.697331841
7.502250675,-0.507884932,-0.891856469,-0.063213312,-0.117839293
2.337160858,-0.036148821,0.799016998,0.14876895,-0.344848976
3.272910373,0.199719234,0.927196289,-0.55783859,0.449684914
2.973358706,-1.923093266,-1.196595048,2.445243454,0.05757728
3.239181135,-0.036148821,1.251708243,-0.451847459,0.403251115
2.122015915,0.199719234,-0.864230148,0.643394228,0.888226347
0.79543948,2.558399791,1.00780043,-1.087794245,0.846951859
1.573289048,1.143191457,0.315085351,-0.699160098,1.006890499
1.838718151,2.794267846,1.899348779,-1.299776507,0.981093944
5.645287753,-0.272016877,-0.181109542,1.491323276,0.733447017
3.865213082,1.143191457,0.355489207,-0.840481606,0.403251115
1.563314226,2.322531735,0.83262244,-1.123124622,0.361976627
2.260251857,2.08666368,0.803996106,-0.946472737,1.161669828
1.304206065,0.671455346,0.00576055,-0.345856328,0.764402883
3.105590062,1.143191457,0.572926643,-0.487177836,0.681853908
1.573226545,1.614927568,1.300737817,-0.769820852,1.073961542
1.564333203,1.614927568,1.787594082,-1.017133491,1.218422249
1.87541862,2.558399791,-0.0491438,-0.593168967,1.316449157
1.468120805,-0.272016877,-0.864412122,-0.20453482,-0.659566945
1.107910481,-0.036148821,-1.243864242,-0.416517082,-0.974284915
2.530906259,-0.272016877,-0.452231862,0.572733474,-0.6853635
3.453453453,-0.036148821,-0.854714778,-0.381186705,-0.478991061
0.884955752,-0.272016877,0.785378525,-0.133874066,-1.242569085
1.636278635,-0.036148821,0.148165039,0.007447442,-0.592495903
3.339827442,-0.036148821,0.069158378,-0.628499344,-0.339689665
2.691460729,-0.743752988,-0.343495947,1.455992899,-0.876258006
2.401372213,-0.507884932,-0.568250589,1.173349883,-0.773071787
1.744693225,-0.507884932,-0.121619084,0.50207272,-0.943329049
2.585737616,-0.272016877,-0.683788712,-0.416517082,-0.386123464
2.450348207,-0.036148821,-0.180515438,0.078108196,-0.798868342
1.544163064,1.143191457,0.003829612,-1.158454999,0.790199438
2.255356472,-0.036148821,-0.978941954,0.042777819,-1.681110518
4.723277544,-0.979621044,0.326618834,0.466742343,-0.602814525
2.801120448,0.199719234,-0.725637446,0.572733474,-0.298415177
2.004900869,-0.272016877,-0.596510193,0.14876895,-2.470485097
1.796280642,0.199719234,-0.90529804,-0.169204443,0.052417969
1.805869074,0.199719234,0.339454886,-0.805151229,0.449684914
3.32250443,-0.036148821,0.329079831,-0.769820852,0.114329701
2.218606715,-0.272016877,-0.143514376,-0.20453482,-0.081724116
1.744923858,0.43558729,1.526662882,-0.805151229,0.454844225
2.628871871,-0.272016877,0.393326881,0.50207272,-2.625264426
1.759422169,-0.743752988,0.605413564,-0.098543689,-0.494468994
6.140448811,-0.272016877,-0.653246853,-0.133874066,0.119489012
1.539909316,-0.507884932,-1.101520997,0.749385359,-2.80584031
3.076544425,0.199719234,0.262910847,-0.840481606,0.315542829
2.693481774,-0.272016877,0.134594535,-0.027882935,0.062736591
3.479809015,-0.507884932,0.073535086,2.056609307,-1.949394688
4.612945077,0.199719234,1.005410747,-0.451847459,0.558030444
3.521502508,0.199719234,1.382503656,-0.275195574,0.650898042
1.357689459,0.199719234,1.44760546,-1.193785376,0.831473926
3.100198413,-0.507884932,-0.869167537,0.996697998,-0.644089012
1.624575395,0.671455346,1.131406093,-1.229115753,1.151351206
1.63132137,0.907323401,0.388997759,-0.875811983,0.702491152
1.932510777,0.199719234,1.023128736,-0.91114236,0.785040127
2.731600718,-0.979621044,-0.27437787,1.067358752,-2.687176158
4.069604266,-0.036148821,-0.228981566,0.961367621,-2.243475414
1.631079478,-0.272016877,1.067601234,-1.193785376,0.779880816
2.532714225,0.199719234,-0.725906913,0.643394228,0.227834542
2.365397612,-0.507884932,-0.878240247,1.632644784,0.021462103
2.984812571,-0.979621044,-1.174983142,1.491323276,-0.448035195
2.45988052,0.907323401,-0.472271135,-0.345856328,1.115236029
2.143501805,-0.036148821,0.293531175,0.608063851,0.398091804
2.616374142,-0.979621044,-3.228013148,2.197930815,-0.169432403
3.071833648,-0.743752988,-0.245340993,1.102689129,-0.004334452
2.680311891,0.671455346,0.503772041,-0.451847459,1.068802231
1.364670205,1.614927568,0.475357106,-0.734490475,1.135873273
1.958384333,1.614927568,1.451093225,-0.91114236,1.048164987
2.050080539,1.850795624,0.214027824,-0.805151229,0.815995993
3.980288097,-0.743752988,-0.134034765,1.173349883,-0.504787616
2.438281012,2.08666368,1.613570167,-0.699160098,0.85211117
3.147235906,-1.215489099,-0.029462084,2.056609307,-0.78854972
3.337783712,0.199719234,0.055976278,0.254760081,0.501278024
2.722798199,0.199719234,0.715243676,-0.027882935,0.32070214
1.26984127,2.08666368,1.49023016,-0.981803114,1.053324298
3.033026286,-0.272016877,-0.952859008,0.678724605,-0.592495903
1.550942496,0.671455346,1.186436797,-0.20453482,0.460003536
2.187044366,-0.036148821,0.58082028,-0.027882935,0.413569737
1.288798196,1.614927568,1.48755881,-1.017133491,0.754084261
0.625860558,1.614927568,1.607676913,-1.158454999,1.043005676
3.094323517,-0.507884932,-0.977288311,1.173349883,-1.020718713
2.315661182,-0.507884932,-1.596907696,1.067358752,-0.902054561
3.055391287,-0.743752988,-1.976113386,1.879957422,-0.963966293
1.199472232,0.671455346,0.063301986,-0.063213312,0.212356609
4.025097668,-0.743752988,-0.869832357,2.091939684,-0.814346274
0.865479723,1.614927568,1.231032343,-1.017133491,0.676694597
1.725923369,0.43558729,-0.86674342,-0.593168967,0.625101487
4.430516533,-1.215489099,-2.192206347,2.869207978,-1.170338732
1.009285426,-0.036148821,-0.266379719,0.890706867,-0.458353817
3.343621399,-0.036148821,-0.747730032,0.042777819,-0.055927561
3.976519599,-0.979621044,-1.23868614,1.597314407,-1.123904933
3.346346905,-0.979621044,-2.295691745,2.02127893,-1.000081469
2.618328298,-0.272016877,0.121696941,0.572733474,-0.226184824
1.982441235,-0.036148821,-0.623144477,-0.275195574,0.258790408
4.393273746,-0.743752988,-1.058341314,1.526653653,-0.57701797
3.861880963,-1.215489099,-0.657910403,0.996697998,-1.113586311
3.077261237,-0.743752988,-1.272059875,1.738635915,-0.42223864
6.009059813,-0.979621044,-1.377486767,0.466742343,-0.380964153
4.169148303,-0.979621044,-1.41302055,2.409913077,-0.628611079
4.041628776,-0.743752988,0.497672245,1.279341014,-1.314799439
2.631340169,-0.743752988,-0.34107723,1.56198403,-0.974284915
2.553319315,-0.272016877,0.28828729,0.678724605,-0.246822067
2.351964582,-0.743752988,0.228514212,1.703305538,-0.530584171
3.98089172,-0.743752988,1.210670188,-0.310525951,0.078214524
4.104477612,-0.979621044,-1.453999268,1.844627046,-1.108427
3.96228993,-0.272016877,0.280943871,0.890706867,-0.019812385
3.179650238,-0.272016877,-1.022021177,1.173349883,-0.112679982
1.691093574,-0.272016877,0.07503252,-0.275195574,0.367135938
3.446295233,-1.687225211,0.305365083,1.667975161,-0.664726256
2.415823645,0.671455346,0.983702716,-0.628499344,1.089439475
3.715670436,0.671455346,1.352558219,0.572733474,0.186560054
3.888108867,-0.272016877,-0.163224452,-0.699160098,0.661216664
2.937045077,-0.272016877,-0.840056413,0.113438573,0.21751592
3.303509979,0.907323401,1.348907612,0.113438573,0.413569737
3.656016532,0.671455346,1.14906069,-1.229115753,1.244218804
2.468373959,0.671455346,-0.673823789,-0.027882935,0.403251115
1.219698125,1.614927568,1.060399358,-0.840481606,1.440272621
2.17155266,0.671455346,-2.573921161,0.14876895,0.5373932
5.051780753,0.43558729,0.459108489,0.678724605,1.01204981
2.17155266,0.671455346,-0.616344774,0.14876895,0.5373932
2.182672935,1.850795624,-0.217061716,-0.628499344,1.471228487
3.449408673,1.850795624,0.130510405,-0.55783859,1.27517467
3.509684128,-0.036148821,-1.77762979,1.173349883,0.826314615
2.006482482,-1.451357155,0.040408922,-0.20453482,1.073961542
2.993563838,1.143191457,0.585247881,0.184099327,1.01204981
0.939114102,1.379059513,-0.386196239,-0.805151229,1.182307072
1.358849507,-2.394829377,0.699490964,0.926037244,0.53223389
1.476377953,-0.507884932,-1.39906396,2.091939684,-0.881417317
1.378100727,-1.687225211,-0.537687693,0.784715736,0.418729048
1.475833231,-1.687225211,-2.091670939,1.703305538,-0.184910336
2.318691228,-1.687225211,-1.209970146,1.985948553,-0.561540037
1.148585152,-0.979621044,-1.380531723,-0.027882935,-0.045608939
1.859816343,-0.979621044,-1.659586411,-0.734490475,0.300064896
1.161440186,-0.507884932,0.167292706,-0.098543689,0.325861451
1.918649271,-0.507884932,-0.794940037,-0.55783859,0.372295249
2.827817344,-0.743752988,-1.4169333,1.773966292,-0.762753165
2.584890142,-0.507884932,-0.033456162,1.102689129,-0.468672439
1.626898048,-0.507884932,-0.83407404,-0.345856328,0.563189755
1.895734597,-0.743752988,-1.707663575,3.222511748,-1.526331189
2.436163494,-0.743752988,0.043260097,0.537403097,-0.288096555
3.631961259,-0.743752988,-0.962643303,1.20868026,-0.535743482
1.32356834,-0.743752988,-0.355093158,1.667975161,-1.031037335
6.102311088,-0.979621044,-1.02413336,1.173349883,-0.360326909
3.462930899,-0.743752988,-0.044810866,1.526653653,-0.602814525
2.950940612,-0.979621044,-1.085451103,3.187181371,-1.211613219
3.144300955,-0.507884932,-0.213595474,0.466742343,0.140126256
3.817388595,-0.743752988,0.449063097,-0.133874066,0.114329701
5.157660298,-0.743752988,-0.531624254,0.961367621,-0.092042738
2.451230722,-0.743752988,-0.457452524,0.219429704,0.016302792
1.760928113,-0.979621044,-1.237266148,1.667975161,-0.742115921
1.890359168,-0.979621044,-0.458045003,1.102689129,-0.520265549
2.637889688,-0.979621044,-0.78292154,1.455992899,-0.411920019
4.329351399,-1.215489099,-0.396875792,-0.133874066,-0.05076825
4.492658339,-0.507884932,0.825278162,0.890706867,-0.540902793
3.768465481,-0.979621044,-2.100769694,2.197930815,-1.190975975
2.527129478,-0.743752988,-0.111086456,0.042777819,0.042099347
3.137926116,-0.507884932,0.44688274,0.50207272,-0.112679982
3.611672927,-0.507884932,-0.808804894,0.078108196,0.026621414
2.4431957,-0.507884932,0.112885813,0.113438573,0.16592281
3.523284314,-0.507884932,-0.373643013,-0.451847459,0.460003536
1.059462323,-0.036148821,1.242897003,-0.239865197,0.465162847
2.044989775,-0.036148821,0.189115321,-0.946472737,0.666375975
2.571024553,-0.272016877,0.085643169,-0.805151229,0.779880816
3.412969283,-0.036148821,0.237327059,-0.098543689,0.42904767
3.279035329,-0.507884932,-0.352213827,-0.239865197,0.036940036
7.234507235,-0.507884932,-0.768190105,0.396081589,0.16592281
3.077421445,-0.743752988,0.508079136,-1.123124622,0.717969085
3.314103351,-0.743752988,-1.223645779,0.678724605,-0.148795159
4.127639308,-0.979621044,0.192743172,-0.381186705,0.196878676
2.679658952,-0.743752988,-0.141609594,-0.91114236,0.687013219
1.697792869,-0.272016877,1.184161772,-1.193785376,0.986253255
2.479466915,-0.743752988,-0.414459841,-0.487177836,0.785040127
2.84789644,-0.272016877,-0.143537374,-0.734490475,1.053324298
2.923060862,-0.743752988,0.879942639,-0.593168967,0.846951859
2.154101077,-0.507884932,-0.1243959,-1.229115753,1.218422249
2.577984016,-0.743752988,0.240827977,-0.416517082,0.356817316
1.347708895,-0.036148821,0.73902643,-1.158454999,1.321608468
1.662133575,-0.272016877,0.946229289,-0.451847459,0.769562194
1.275347532,-0.507884932,0.211105803,0.784715736,0.036940036
4.062193585,-0.743752988,-0.75322896,3.540485141,-1.144542177
5.470459519,-0.743752988,-1.655420747,2.763216847,-1.061993201
4.161248375,-0.272016877,0.281190469,0.042777819,0.067895902
4.016064257,-0.743752988,-0.644162447,1.809296669,-0.546062104
4.188481675,-0.743752988,-0.456059716,1.950618176,-0.793709031
2.772002772,-0.507884932,-1.041410109,0.184099327,0.098851768
3.410641201,-0.743752988,-1.60417827,0.85537649,-0.47383175
4.740786053,0.671455346,0.725926441,-0.769820852,1.053324298
2.411689601,-0.743752988,-1.543854843,0.926037244,-0.251981378
5.327868852,-0.743752988,-2.710879669,1.067358752,-0.974284915
8.520120592,-1.215489099,-0.124922914,1.985948553,-0.912373183
4.433572848,-0.743752988,-1.847674848,1.950618176,-0.767912476
3.132925556,0.199719234,0.801437546,-0.805151229,1.130713962
4.285522968,-0.979621044,-0.93867964,1.173349883,-0.933010427
9.761699684,-0.743752988,-2.302506357,0.890706867,-0.329371043
2.816523605,0.43558729,1.248038299,-0.769820852,0.970775322
2.363737486,-0.507884932,-0.904752605,1.138019506,-0.711160055
4.353504571,-0.507884932,-1.463130755,0.325420835,-0.097202049
1.862940785,-0.272016877,-0.653564914,0.50207272,0.289746274
2.397722164,0.199719234,0.538634502,-0.946472737,1.17198845
1.452696568,1.143191457,1.87154794,-0.981803114,1.22358156
2.812767519,-0.743752988,-0.850378407,0.14876895,0.176241432
4.970445997,-0.272016877,-1.326659559,1.420662522,-0.509946927
5.157513242,-0.743752988,-1.476453969,1.385332145,-0.871098695
3.188368831,-0.507884932,-1.639309638,1.138019506,-0.644089012
4.368083867,-0.743752988,-0.8490849,-0.027882935,0.05757728
2.077562327,-0.036148821,-0.66337828,0.007447442,0.661216664
0.96698439,-1.687225211,-0.026968448,0.184099327,0.253631097
1.63787969,0.671455346,0.431409715,-1.229115753,0.898544969
3.03555941,-0.743752988,-0.573378508,-0.20453482,0.305224207
2.83286119,-0.743752988,-1.418009037,1.102689129,-0.468672439
1.602097291,0.671455346,1.105363055,-1.087794245,1.146191895
1.883745963,-0.036148821,0.731257745,-0.875811983,0.970775322
1.787043931,-0.036148821,0.656310665,-1.229115753,1.156510517
2.620625867,-0.507884932,0.000803974,-0.451847459,0.619942176
2.994401771,2.558399791,0.626267702,-1.158454999,-0.014653074
2.668523031,0.907323401,0.057640253,-0.699160098,-0.566699348
0.536264915,1.143191457,0.17623301,-0.239865197,-0.386123464
0.691802145,2.794267846,1.047159097,-1.370437261,-0.200388269
